DB Class Key,Mouse_symbol,Human_symbol
41943548,Inpp4a,INPP4A
41943549,Dpt,DPT
41943550,Slc39a9,SLC39A9
41943551,Slc39a4,SLC39A4
41943552,Sall4,SALL4
41943553,Ormdl2,ORMDL2
41943554,Myl2,MYL2
41943555,Alkbh6,ALKBH6
41943556,Upk1a,UPK1A
41943557,Dipk1a,DIPK1A
41943558,Pmp22,PMP22
41943559,Ing1,ING1
41943560,Slc52a3,SLC52A3
41943561,Bcl11a,BCL11A
41943562,Capn13,CAPN13
41943563,Elovl2,ELOVL2
41943564,Gale,GALE
41943565,Sptssb,SPTSSB
41943566,Fbxo8,FBXO8
41943567,Cdk15,CDK15
41943568,Cfap36,CFAP36
41943569,Ccdc93,CCDC93
41943570,Brd9,BRD9
41943571,Ccdc126,CCDC126
41943572,Amigo1,AMIGO1
41943573,Magix,MAGIX
41943574,Lpin2,LPIN2
41943575,Kctd3,KCTD3
41943576,Dock11,DOCK11
41943577,Oxnad1,OXNAD1
41943578,Fsd1,FSD1
41943579,Galr1,GALR1
41943580,Ipo8,IPO8
41943581,Hpcal4,HPCAL4
41943582,Dot1l,DOT1L
41943583,Tecpr2,TECPR2
41943584,Pax1,PAX1
41943585,Smap2,SMAP2
41943586,Trhr,TRHR
41943587,Adra1a,ADRA1A
41943588,Plch1,PLCH1
41943589,Tab3,TAB3
41943590,Ago3,AGO3
41943591,Pkhd1l1,PKHD1L1
41943592,Rbm43,RBM43
41943593,Aste1,ASTE1
41943594,Vps45,VPS45
41943595,Vars2,VARS2
41943596,Neu1,NEU1
41943597,Atp2c1,ATP2C1
41943598,Ccdc127,CCDC127
41943599,Mipep,MIPEP
41943600,Mxra8,MXRA8
41943601,Ppp1r8,PPP1R8
41943602,Prrt1,PRRT1
41943603,Igsf9b,IGSF9B
41943604,Lipe,LIPE
41943605,Trpm5,TRPM5
41943606,Dock8,DOCK8
41943607,Lrch4,LRCH4
41943608,Egln2,EGLN2
41943609,Edn2,EDN2
41943610,Lix1l,LIX1L
41943611,Ush2a,USH2A
41943612,Bnipl,BNIPL
41943613,Mrpl36,MRPL36
41943614,Ubp1,UBP1
41943615,Pbxip1,PBXIP1
41943616,Ppcs,PPCS
41943617,Usp22,USP22
41943618,Arhgap10,ARHGAP10
41943619,Commd1,COMMD1
41943620,Pcgf5,PCGF5
41943621,Pold3,POLD3
41943622,Mtf2,MTF2
41943623,Pde12,PDE12
41943624,Grp,GRP
41943625,Wscd2,WSCD2
41943626,Trim34b,TRIM34
41943626,Trim34b,TRIM6-TRIM34
41943627,Mefv,MEFV
41943628,Trim6,TRIM6
41943629,Trim30c,TRIM5
41943630,Trim43a,TRIM43
41943630,Trim43a,TRIM43B
41943630,Trim43a,TRIM49
41943630,Trim43a,TRIM49B
41943630,Trim43a,TRIM49C
41943630,Trim43a,TRIM49D1
41943630,Trim43a,TRIM49D2
41943630,Trim43a,TRIM51
41943630,Trim43a,TRIM51G
41943630,Trim43a,TRIM64
41943630,Trim43a,TRIM64B
41943630,Trim43a,TRIM64C
41943630,Trim43a,TRIM77
41943631,Trim34a,TRIM34
41943631,Trim34a,TRIM6-TRIM34
41943632,Triml2,TRIML2
41943633,Trim12a,TRIM5
41943634,Triml1,TRIML1
41943635,Trim40,TRIM40
41943636,Trim38,TRIM38
41943637,Trim30a,TRIM5
41943638,Trim31,TRIM31
41943639,Trim30d,TRIM5
41943640,Acacb,ACACB
41943641,Poc5,POC5
41943642,Ankdd1b,ANKDD1B
41943643,Polk,POLK
41943644,Map7d2,MAP7D2
41943645,Asgr2,ASGR2
41943646,Mgl2,CLEC10A
41943647,Clec10a,CLEC10A
41943648,Irs3,IRS3P
41943649,Pcgf6,PCGF6
41943650,Dpagt1,DPAGT1
41943651,Sec14l2,SEC14L2
41943652,Sec14l3,SEC14L3
41943653,Sec14l4,SEC14L4
41943654,Ccl19,CCL19
41943655,Ydjc,YDJC
41943656,Ccdc42,CCDC42
41943657,Cfap73,CFAP73
41943658,Bmp10,BMP10
41943659,Mrm1,MRM1
41943660,Ube3b,UBE3B
41943661,Mmab,MMAB
41943662,Sv2c,SV2C
41943663,Fer,FER
41943664,Plpp3,PLPP3
41943665,Mxd1,MXD1
41943666,Pip5kl1,PIP5KL1
41943667,Golga3,GOLGA3
41943668,Gltp,GLTP
41943669,Git2,GIT2
41943670,Rasl10b,RASL10B
41943671,Rasl10a,RASL10A
41943672,Clip1,CLIP1
41943673,Rps6ka4,RPS6KA4
41943674,Idua,IDUA
41943675,9530053A07Rik,FCGBP
41943676,Fcgbp,FCGBP
41943677,Usp30,USP30
41943678,Shpk,SHPK
41943679,Iglv1,IGLV7-43
41943679,Iglv1,IGLV7-46
41943679,Iglv1,IGLV8-61
41943680,Iglv2,IGLV7-43
41943680,Iglv2,IGLV7-46
41943680,Iglv2,IGLV8-61
41943681,Cabp7,CABP7
41943682,Rcc1l,RCC1L
41943683,Whrn,WHRN
41943684,Zdhhc23,ZDHHC23
41943685,Scai,SCAI
41943686,Taok3,TAOK3
41943687,Zcchc8,ZCCHC8
41943688,Arvcf,ARVCF
41943689,Tmem119,TMEM119
41943690,Cenpv,CENPV
41943690,Cenpv,CENPVL3
41943691,Mlxipl,MLXIPL
41943692,Mlxip,MLXIP
41943693,Eral1,ERAL1
41943694,Atp2a3,ATP2A3
41943695,Lamc3,LAMC3
41943696,Enc1,ENC1
41943697,Arhgef28,ARHGEF28
41943698,Zfp532,ZNF532
41943699,Tagln3,TAGLN3
41943700,Myo1h,MYO1H
41943701,Card9,CARD9
41943702,Trpm3,TRPM3
41943703,Clec2d,CLEC2D
41943704,Clec2h,CLEC2D
41943705,Clec2i,CLEC2D
41943706,Clec2g,CLEC2D
41943707,Clec2f,CLEC2A
41943707,Clec2f,CLEC2D
41943708,Cd69,CD69
41943709,Clec2e,CLEC2D
41943710,Ttll3,TTLL3
41943711,Mgat5,MGAT5
41943712,Gm5065,LGALSL
41943713,Slc25a47,SLC25A47
41943714,Mgst2,MGST2
41943715,Krr1,KRR1
41943716,Selenos,SELENOS
41943717,Kctd7,KCTD7
41943718,Rpl22l1,RPL22L1
41943719,Ndufaf4,NDUFAF4
41943720,Cstf2,CSTF2
41943721,Cenpi,CENPI
41943722,Spc25,SPC25
41943723,Wdr35,WDR35
41943724,Nt5dc2,NT5DC2
41943725,Chchd1,CHCHD1
41943726,Gfer,GFER
41943727,Mbip,MBIP
41943728,Ptbp2,PTBP2
41943729,Rad54b,RAD54B
41943730,Fam118b,FAM118B
41943731,Fam118a,FAM118A
41943732,Mief1,MIEF1
41943733,Vstm4,VSTM4
41943734,Pdp1,PDP1
41943735,Cst10,CST5
41943736,Cst11,CST11
41943737,Cst13,CST13P
41943738,Hp1bp3,HP1BP3
41943739,Kdm5d,KDM5D
41943740,Kdm5c,KDM5C
41943741,Tomm7,TOMM7
41943742,Tmem86b,TMEM86B
41943743,Aimp1,AIMP1
41943744,Crcp,CRCP
41943745,Dpcd,DPCD
41943746,Vcpkmt,VCPKMT
41943747,Pter,PTER
41943748,Grsf1,GRSF1
41943749,Gck,GCK
41943750,Dhrs7,DHRS7
41943751,Gm4756,DHRS7
41943752,Arl9,ARL9
41943753,Nucb1,NUCB1
41943754,Morn2,MORN2
41943755,Gem,GEM
41943756,Mcrip1,MCRIP1
41943757,Slc27a6,SLC27A6
41943758,Fbxo36,FBXO36
41943759,Pex11b,PEX11B
41943760,Coq6,COQ6
41943761,Rnasek,RNASEK
41943762,Ubxn10,UBXN10
41943763,Ctdspl,CTDSPL
41943764,Lcn2,LCN2
41943765,Zglp1,ZGLP1
41943766,Coa5,COA5
41943767,Hes2,HES2
41943768,Mrps6,MRPS6
41943769,Tmem44,TMEM44
41943770,Llgl1,LLGL1
41943771,Acsf2,ACSF2
41943772,Mrps14,MRPS14
41943773,Cyb5r2,CYB5R2
41943774,Washc2,WASHC2A
41943774,Washc2,WASHC2C
41943775,Hnf4g,HNF4G
41943776,Rnf220,RNF220
41943777,Tfb1m,TFB1M
41943778,Uhmk1,UHMK1
41943779,Foxred2,FOXRED2
41943780,Uqcc1,UQCC1
41943781,Rabggta,RABGGTA
41943782,Fdx2,FDX2
41943783,Casq1,CASQ1
41943784,Mrpl35,MRPL35
41943785,Lysmd1,LYSMD1
41943786,Tmem229b,TMEM229B
41943787,Slc17a5,SLC17A5
41943788,Mpnd,MPND
41943789,Igf2bp1,IGF2BP1
41943790,Klf13,KLF13
41943791,Cfap58,CFAP58
41943792,Ppm1l,PPM1L
41943793,Apod,APOD
41943794,Eml1,EML1
41943795,Runx1t1,RUNX1T1
41943796,Rbms3,RBMS3
41943797,Abhd12,ABHD12
41943798,Cdh18,CDH18
41943799,Cnot10,CNOT10
41943800,Rgs7bp,RGS7BP
41943801,Vps4a,VPS4A
41943802,Cep44,CEP44
41943803,Lin54,LIN54
41943804,Cwc22,CWC22
41943805,Gm13691,CWC22
41943806,Gm13695,CWC22
41943807,Gm13698,CWC22
41943808,Gm13693,CWC22
41943809,Gm13697,CWC22
41943810,Gm13694,CWC22
41943811,Gm13696,CWC22
41943812,Rps6ka1,RPS6KA1
41943813,Commd4,COMMD4
41943814,Rnf44,RNF44
41943815,Slc25a21,SLC25A21
41943816,Samd13,SAMD13
41943817,Tyw1,TYW1
41943817,Tyw1,TYW1B
41943818,Agmat,AGMAT
41943819,Clgn,CLGN
41943820,Iba57,IBA57
41943821,Tmem178,TMEM178A
41943822,Klc3,KLC3
41943823,Trim23,TRIM23
41943824,Dcaf5,DCAF5
41943825,Aggf1,AGGF1
41943826,Mief2,MIEF2
41943827,Zfp438,ZNF438
41943828,Rgs9,RGS9
41943829,Srd5a1,SRD5A1
41943830,Lrrc51,LRRC51
41943830,Lrrc51,LRTOMT
41943830,Lrrc51,TOMT
41943831,Sult5a1,
41943832,Slc18a3,SLC18A3
41943833,Galntl5,GALNTL5
41943834,Galnt11,GALNT11
41943835,Aplp2,APLP2
41943836,Sstr3,SSTR3
41943837,Scoc,SCOC
41943838,Dclk1,DCLK1
41943839,Ints9,INTS9
41943840,Ano10,ANO10
41943841,Slmap,SLMAP
41943842,Gabra1,GABRA1
41943843,Hmga1,HMGA1
41943844,Smc5,SMC5
41943845,Rbm46,RBM46
41943846,Dclre1b,DCLRE1B
41943847,Dcaf12,DCAF12
41943848,Me1,ME1
41943849,Deptor,DEPTOR
41943850,Cog7,COG7
41943851,Tsga10,TSGA10
41943852,Khdrbs2,KHDRBS2
41943853,Zfyve27,ZFYVE27
41943854,Ube2t,UBE2T
41943855,Tfam,TFAM
41943856,Alkbh5,ALKBH5
41943857,Ctdspl2,CTDSPL2
41943858,Fcer1a,FCER1A
41943859,Fcgr4,FCGR3A
41943859,Fcgr4,FCGR3B
41943860,Rgs18,RGS18
41943861,Soat2,SOAT2
41943862,Snai3,SNAI3
41943863,Dpp9,DPP9
41943864,Gfm1,GFM1
41943865,Usp37,USP37
41943866,Zc3hc1,ZC3HC1
41943867,Ppm1h,PPM1H
41943868,Cuedc1,CUEDC1
41943869,Gabpb1,GABPB1
41943870,Aoc1,AOC1
41943871,Aoc1l2,AOC1
41943872,Aoc1l1,AOC1
41943873,Aoc1l3,AOC1
41943874,Asphd2,ASPHD2
41943875,Scg2,SCG2
41943876,Atf7ip,ATF7IP
41943877,Clcn7,CLCN7
41943878,Zfyve28,ZFYVE28
41943879,Rfx3,RFX3
41943880,Pgghg,PGGHG
41943881,Drc3,DRC3
41943882,Cd99,CD99
41943883,Nadk,NADK
41943884,Cluh,CLUH
41943885,Znhit2,ZNHIT2
41943886,Rad21l,RAD21L1
41943887,Mtmr10,MTMR10
41943888,Dnajc1,DNAJC1
41943889,Zfp362,ZNF362
41943890,Slc35a4,SLC35A4
41943891,Gfod2,GFOD2
41943892,Osbpl9,OSBPL9
41943893,Zdhhc15,ZDHHC15
41943894,Hps3,HPS3
41943895,Mindy3,MINDY3
41943896,Dars,DARS1
41943897,Crppa,CRPPA
41943898,Gk5,GK5
41943899,Lin52,LIN52
41943900,Calhm6,CALHM6
41943901,Sh3glb2,SH3GLB2
41943902,Grin2b,GRIN2B
41943903,Dhx34,DHX34
41943904,Spred3,SPRED3
41943905,Ogfrl1,OGFRL1
41943906,Shank2,SHANK2
41943907,B3gnt8,B3GNT8
41943908,Exoc1l,EXOC1L
41943909,Fosl1,FOSL1
41943910,Ano5,ANO5
41943911,C1qtnf12,C1QTNF12
41943912,Retreg2,RETREG2
41943913,Cracr2b,CRACR2B
41943914,Tmem41b,TMEM41B
41943915,Ipmk,IPMK
41943916,Dync1i1,DYNC1I1
41943917,Sowahc,SOWAHC
41943918,Cdt1,CDT1
41943919,Vhl,VHL
41943919,Vhl,VHLL
41943920,Tbck,TBCK
41943921,Slc25a2,SLC25A2
41943922,Slc25a15,SLC25A15
41943923,Egfem1,EGFEM1P
41943924,Niban2,NIBAN2
41943925,Trappc12,TRAPPC12
41943926,Syngr2,SYNGR2
41943927,Cd226,CD226
41943928,Shq1,SHQ1
41943929,Tnip1,TNIP1
41943930,Creb3l2,CREB3L2
41943931,D5Ertd579e,KIAA0232
41943932,Esrp1,ESRP1
41943933,Sirt3,SIRT3
41943934,Crym,CRYM
41943935,Tecpr1,TECPR1
41943936,Fev,FEV
41943937,Bloc1s6,BLOC1S6
41943938,Camk1d,CAMK1D
41943939,Slc29a4,SLC29A4
41943940,G3bp2,G3BP2
41943941,Zbtb20,ZBTB20
41943942,Uty,UTY
41943943,Kdm6a,KDM6A
41943944,Shisa3,SHISA3
41943945,Aldh16a1,ALDH16A1
41943946,Ino80d,INO80D
41943947,Ttll7,TTLL7
41943948,Traf7,TRAF7
41943949,Glis3,GLIS3
41943950,Srpk1,SRPK1
41943951,Mybpc3,MYBPC3
41943952,Ptpmt1,PTPMT1
41943953,Wfdc1,WFDC1
41943954,Mogs,MOGS
41943955,D2hgdh,D2HGDH
41943956,Trim62,TRIM62
41943957,Asb11,ASB11
41943958,Sacm1l,SACM1L
41943959,Ubn2,UBN2
41943960,Ptpdc1,PTPDC1
41943961,Gripap1,GRIPAP1
41943962,Pi4k2b,PI4K2B
41943963,Ciao3,CIAO3
41943964,Tbl1x,TBL1X
41943964,Tbl1x,TBL1Y
41943965,Lman2,LMAN2
41943966,Zfp346,ZNF346
41943967,Fosl2,FOSL2
41943968,Slc43a1,SLC43A1
41943969,Zup1,ZUP1
41943970,Drosha,DROSHA
41943971,Pank1,PANK1
41943972,Ryk,RYK
41943973,Fxn,FXN
41943974,Klhl32,KLHL32
41943975,Atg9a,ATG9A
41943976,Tesk2,TESK2
41943977,Tbx3,TBX3
41943978,Patl1,PATL1
41943979,Osr1,OSR1
41943980,Dnajc10,DNAJC10
41943981,Acmsd,ACMSD
41943982,Cyp4f18,CYP4F2
41943982,Cyp4f18,CYP4F3
41943983,Cyp4f39,CYP4F22
41943984,Cyp4f14,CYP4F11
41943984,Cyp4f14,CYP4F12
41943984,Cyp4f14,CYP4F2
41943984,Cyp4f14,CYP4F8
41943985,Cyp4f16,
41943986,Cyp4f37,
41943987,Cyp4f40,CYP4F11
41943988,Cyp4f13,CYP4F3
41943989,Cyp4f15,CYP4F11
41943989,Cyp4f15,CYP4F2
41943989,Cyp4f15,CYP4F8
41943990,Cyp4f17,
41943991,Acadsb,ACADSB
41943992,Stra6l,STRA6LP
41943993,Arl6ip6,ARL6IP6
41943994,Mpg,MPG
41943995,Bdh1,BDH1
41943996,Cop1,COP1
41943997,Rgs13,RGS13
41943998,Ube4a,UBE4A
41943999,Sgpl1,SGPL1
41944000,Sfr1,SFR1
41944001,Ube2j2,UBE2J2
41944002,Atpif1,ATP5IF1
41944003,Calhm5,CALHM5
41944004,Hal,HAL
41944005,Dok6,DOK6
41944006,Psmd14,PSMD14
41944007,Dph7,DPH7
41944008,Hspa13,HSPA13
41944009,Dolk,DOLK
41944010,Exoc8,EXOC8
41944011,Adat1,ADAT1
41944012,Tgfbrap1,TGFBRAP1
41944013,Bud23,BUD23
41944014,Srebf2,SREBF2
41944015,Hps5,HPS5
41944016,Ide,IDE
41944017,Ddit3,DDIT3
41944018,Taf4b,TAF4B
41944019,Mea1,MEA1
41944020,Lrit3,LRIT3
41944021,Ubap2,UBAP2
41944022,Zdhhc17,ZDHHC17
41944023,Etfrf1,ETFRF1
41944024,Tmem120a,TMEM120A
41944025,Nfilz,NFILZ
41944026,Kif16b,KIF16B
41944027,Tsnaxip1,TSNAXIP1
41944028,Marchf5,MARCHF5
41944029,Zfp260,ZNF260
41944030,Zfp82,ZFP82
41944031,Zfp2,ZFP2
41944032,Zfp647,ZNF250
41944033,Zfp3,ZFP3
41944034,Zfp14,ZFP14
41944035,Zfp810,
41944036,Zfp30,ZFP30
41944037,Fhip2a,FHIP2A
41944038,Tmem135,TMEM135
41944039,Abcg1,ABCG1
41944040,Adgrb3,ADGRB3
41944041,Slc45a3,SLC45A3
41944042,Cers6,CERS6
41944043,Zfhx4,ZFHX4
41944044,Cbln2,CBLN2
41944045,Ppwd1,PPWD1
41944046,Rprml,RPRML
41944047,Gpr183,GPR183
41944048,Sap130,SAP130
41944049,Mon1a,MON1A
41944050,Tex2,TEX2
41944051,Tm2d3,TM2D3
41944052,Kcnk1,KCNK1
41944053,Fam151a,FAM151A
41944054,Tmem184b,TMEM184B
41944055,Rgs1,RGS1
41944056,Grip2,GRIP2
41944057,Matk,MATK
41944058,Zfr2,ZFR2
41944059,Clcn2,CLCN2
41944060,1700030J22Rik,C16orf46
41944061,Cntnap5c,CNTNAP5
41944062,Cntnap5a,CNTNAP5
41944063,Cntnap5b,CNTNAP5
41944064,Pigx,PIGX
41944065,Usp46,USP46
41944066,Psg22,CEACAM4
41944067,Chgb,CHGB
41944068,Plppr4,PLPPR4
41944069,Plppr5,PLPPR5
41944070,Arl14,ARL14
41944071,Cep70,CEP70
41944072,Mapk8ip2,MAPK8IP2
41944073,Tmem170b,TMEM170B
41944074,Slc44a5,SLC44A5
41944075,Cspg4b,CSPG4BP
41944076,Zdhhc12,ZDHHC12
41944077,Top3b,TOP3B
41944078,Rhbdd3,RHBDD3
41944079,Emid1,EMID1
41944080,Tmem232,TMEM232
41944081,Cdcp2,CDCP2
41944082,Tceanc2,TCEANC2
41944083,Pnpla8,PNPLA8
41944084,Adamtsl2,ADAMTSL2
41944085,Cyb561,CYB561
41944086,Prss36,PRSS36
41944087,Ppfia4,PPFIA4
41944088,Ralgps1,RALGPS1
41944089,Adam15,ADAM15
41944090,Adam23,ADAM23
41944091,Adamts9,ADAMTS9
41944092,Adamts20,ADAMTS20
41944093,Lig4,LIG4
41944094,Tmem151b,TMEM151B
41944095,Aspg,ASPG
41944096,Znrf2,ZNRF2
41944097,Tmem219,TMEM219
41944098,Cep76,CEP76
41944099,Slc7a14,SLC7A14
41944100,Fcrls,FCRL2
41944101,Fcrl5,FCRL3
41944101,Fcrl5,FCRL5
41944102,C8b,C8B
41944103,Kcnb2,KCNB2
41944104,Dhx9,DHX9
41944105,Carf,CARF
41944106,Chd7,CHD7
41944107,Rasal2,RASAL2
41944108,Tox,TOX
41944109,Sema5b,SEMA5B
41944110,Mfsd9,MFSD9
41944111,Gpa33,GPA33
41944112,Atad5,ATAD5
41944113,Satb2,SATB2
41944114,Eef1ece2,ECE2
41944114,Eef1ece2,EEF1AKMT4-ECE2
41944115,Eef1akmt4,EEF1AKMT4
41944116,Ece2,ECE2
41944116,Ece2,EEF1AKMT4-ECE2
41944117,Vwa5b2,VWA5B2
41944118,Ghsr,GHSR
41944119,Rubcnl,RUBCNL
41944120,B4galt2,B4GALT2
41944121,Cntnap2,CNTNAP2
41944122,Mgat4a,MGAT4A
41944123,Phf20,PHF20
41944124,Myo10,MYO10
41944125,Dnah7a,DNAH7
41944126,Dnah7b,DNAH7
41944127,Dnah7c,DNAH7
41944128,Fhip1b,FHIP1B
41944129,Cnga4,CNGA4
41944130,Cyp7b1,CYP7B1
41944131,Kif2c,KIF2C
41944132,Kcnq3,KCNQ3
41944133,Arhgap15,ARHGAP15
41944134,Rit2,RIT2
41944135,Rit1,RIT1
41944136,Grin3b,GRIN3B
41944137,Clec4a4,CLEC4A
41944138,Clec4a2,CLEC4A
41944139,Clec4n,CLEC6A
41944140,Clec4b1,CLEC4C
41944141,Phc3,PHC3
41944142,Rapgef4,RAPGEF4
41944143,Trim45,TRIM45
41944144,Otc,OTC
41944145,Sytl5,SYTL5
41944146,Igf2bp2,IGF2BP2
41944147,Prkag2,PRKAG2
41944148,Dars2,DARS2
41944149,Stag1,STAG1
41944150,Pde4b,PDE4B
41944151,Atr,ATR
41944152,Myo16,MYO16
41944153,Slc22a13,SLC22A13
41944154,Espnl,ESPNL
41944155,Myo7b,MYO7B
41944156,Thap4,THAP4
41944157,Htr2a,HTR2A
41944158,Mpp4,MPP4
41944159,Toe1,TOE1
41944160,Agtr1a,AGTR1
41944161,Agtr1b,AGTR1
41944162,Skil,SKIL
41944163,Samd7,SAMD7
41944164,Neto1,NETO1
41944165,Tmem70,TMEM70
41944166,Best4-ps,
41944167,Serpine1,SERPINE1
41944168,Ankrd44,ANKRD44
41944169,Olfm3,OLFM3
41944170,Vcpip1,VCPIP1
41944171,Brinp2,BRINP2
41944172,Ltb4r2,LTB4R2
41944173,Fastk,FASTK
41944174,Slc23a3,SLC23A3
41944175,Tmem198,TMEM198
41944176,Treh,TREH
41944177,Zyx,ZYX
41944178,Fam177a2,FAM177A1
41944179,Fam177a,FAM177A1
41944180,Aurkaip1,AURKAIP1
41944181,Alyref2,ALYREF
41944182,4931428L18Rik,ALYREF
41944183,Gm5698,ALYREF
41944184,Gm4312,ALYREF
41944185,Gm4301,ALYREF
41944186,Gm4302,ALYREF
41944187,Gm4307,ALYREF
41944188,Gm4303,ALYREF
41944189,Gm21293,ALYREF
41944190,Gm4340,ALYREF
41944191,Alyref,ALYREF
41944192,Gm4305,ALYREF
41944193,Lars2,LARS2
41944194,Dync2i2,DYNC2I2
41944195,Dvl1,DVL1
41944195,Dvl1,DVL1P1
41944196,Rbp7,RBP7
41944197,Cmbl,CMBL
41944198,Klf12,KLF12
41944199,Cept1,CEPT1
41944200,Tent5a,TENT5A
41944201,Gm14430,ZNF20
41944202,Zfp975,ZNF14
41944203,Zfp932,ZNF17
41944204,Zfp971,ZNF442
41944205,Gm14403,
41944206,Gm14434,ZNF20
41944206,Gm14434,ZNF442
41944207,Zfp966,ZNF442
41944208,Zfp977,
41944209,2010315B03Rik,
41944210,Gm14325,ZNF20
41944210,Gm14325,ZNF442
41944211,Zfp967,ZNF442
41944212,Zfp968,
41944213,Gm11007,ZNF20
41944214,AI987944,
41944215,Zfp969,
41944216,Gm4724,ZNF20
41944216,Gm4724,ZNF442
41944217,Gm2026,ZNF20
41944217,Gm2026,ZNF442
41944218,AW146154,
41944219,Gm14308,ZNF20
41944219,Gm14308,ZNF442
41944220,Gm4631,ZNF20
41944221,Zfp933,
41944222,Gm2007,ZNF20
41944223,Dcaf17,DCAF17
41944224,Gfpt2,GFPT2
41944225,Nab2,NAB2
41944226,Mri1,MRI1
41944227,Aspa,ASPA
41944228,Fbxw8,FBXW8
41944229,Etaa1,ETAA1
41944230,Exoc5,EXOC5
41944231,Dkk2,DKK2
41944232,Ccdc153,CCDC153
41944233,Slc35f3,SLC35F3
41944234,Scly,SCLY
41944235,Arv1,ARV1
41944236,Pus10,PUS10
41944237,Abcb4,ABCB4
41944238,Abcb1b,ABCB1
41944239,Abcb1a,ABCB1
41944240,Chchd7,CHCHD7
41944241,Cbln4,CBLN4
41944242,Nkain4,NKAIN4
41944243,Ddx43,DDX43
41944244,Marchf8,MARCHF8
41944245,Tlcd2,TLCD2
41944246,Nub1,NUB1
41944247,Ablim1,ABLIM1
41944248,St7l,ST7L
41944249,Htra1,HTRA1
41944250,Slc6a18,SLC6A18
41944251,Mknk1,MKNK1
41944252,Hmgcll1,HMGCLL1
41944253,Acsm3,ACSM3
41944254,Fam78a,FAM78A
41944255,Tnmd,TNMD
41944256,Rgs11,RGS11
41944257,Itga8,ITGA8
41944258,Rps23,RPS23
41944259,Rcn1,RCN1
41944260,Fmn2,FMN2
41944261,Cd300lg,CD300LG
41944262,Pigr,PIGR
41944263,Igdcc3,IGDCC3
41944264,Mfsd13b,MFSD13B
41944265,Ppef1,PPEF1
41944266,Sigirr,SIGIRR
41944267,Ccdc88b,CCDC88B
41944268,Lrrc38,LRRC38
41944269,Lrrc3,LRRC3
41944270,Elfn1,ELFN1
41944271,Elfn2,ELFN2
41944272,Igdcc4,IGDCC4
41944273,Flrt1,FLRT1
41944274,Rnf139,RNF139
41944275,Adck1,ADCK1
41944276,Ncoa6,NCOA6
41944277,Ep300,EP300
41944278,Nr1h5,NR1H5P
41944279,Nr2c2,NR2C2
41944280,Stk26,STK26
41944281,Kif3c,KIF3C
41944282,Pip4k2a,PIP4K2A
41944283,Papss1,PAPSS1
41944284,Ttc13,TTC13
41944285,Nf2,NF2
41944286,Tnnt1,TNNT1
41944287,Rgs19,RGS19
41944288,Trub1,TRUB1
41944289,Prmt9,PRMT9
41944290,Tor1a,TOR1A
41944291,Cdkl5,CDKL5
41944292,Epsti1,EPSTI1
41944293,Htr1b,HTR1B
41944294,Plekhm2,PLEKHM2
41944295,Pctp,PCTP
41944296,Gpr160,GPR160
41944297,Zfp831,ZNF831
41944298,Mical1,MICAL1
41944299,Phc1,PHC1
41944300,Acd,ACD
41944301,Tatdn2,TATDN2
41944302,Tmem65,TMEM65
41944303,Osgin2,OSGIN2
41944304,Gabrp,GABRP
41944305,Hivep3,HIVEP3
41944306,Garem2,GAREM2
41944307,Ribc1,RIBC1
41944308,Pum2,PUM2
41944309,Arhgap23,ARHGAP23
41944310,Rhpn1,RHPN1
41944311,Bicd1,BICD1
41944312,Kcnip2,KCNIP2
41944313,Anapc7,ANAPC7
41944314,Smim24,SMIM24
41944315,Map3k19,MAP3K19
41944316,Tnfsf15,TNFSF15
41944317,Serp2,SERP2
41944318,Timm17b,TIMM17B
41944319,Adck5,ADCK5
41944320,Mb21d2,MB21D2
41944321,Klhl22,KLHL22
41944322,Lacc1,LACC1
41944323,Cux2,CUX2
41944324,Ceacam20,CEACAM20
41944325,Dynlt2b,DYNLT2B
41944326,Naif1,NAIF1
41944327,Nkx3-1,NKX3-1
41944328,Gpr61,GPR61
41944329,Gnaq,GNAQ
41944330,Med1,MED1
41944331,Dnm1,DNM1
41944332,Ostm1,OSTM1
41944333,Dpp4,DPP4
41944334,Cdk12,CDK12
41944335,Slc2a6,SLC2A6
41944336,Polr3g,POLR3G
41944337,Mblac2,MBLAC2
41944338,Enox1,ENOX1
41944339,Lmod1,LMOD1
41944340,Ttll10,TTLL10
41944341,Hyal3,HYAL3
41944342,Rnf165,RNF165
41944343,Loxhd1,LOXHD1
41944344,Rsph14,RSPH14
41944345,Hbq1b,HBQ1
41944346,Dusp19,DUSP19
41944347,Huwe1,HUWE1
41944348,Lonrf1,LONRF1
41944349,Tnni3k,FPGT-TNNI3K
41944349,Tnni3k,TNNI3K
41944350,Gp1bb,GP1BB
41944351,Nemp2,NEMP2
41944352,Ifih1,IFIH1
41944353,Fap,FAP
41944354,Arhgef16,ARHGEF16
41944355,2510039O18Rik,KIAA2013
41944356,Cartpt,CARTPT
41944357,Tmem132d,TMEM132D
41944358,Tmem132b,TMEM132B
41944359,Tmem132c,TMEM132C
41944360,Inpp5j,INPP5J
41944361,Irs2,IRS2
41944362,Brpf3,BRPF3
41944363,B3galt4,B3GALT4
41944364,Dab2ip,DAB2IP
41944365,Mmd2,MMD2
41944366,Plxnb3,PLXNB3
41944367,Fnbp1,FNBP1
41944368,Olfml2a,OLFML2A
41944369,Pnck,PNCK
41944370,Phf19,PHF19
41944371,Osbpl11,OSBPL11
41944372,Kif5c,KIF5C
