DB Class Key,Mouse_symbol,Human_symbol
41942702,Morc2b,MORC2
41942703,Phax,PHAX
41942704,Crbn,CRBN
41942705,Flad1,FLAD1
41942706,Pgls,PGLS
41942707,Fhdc1,FHDC1
41942708,Tcf25,TCF25
41942709,Wdr18,WDR18
41942710,Slc51a,SLC51A
41942711,Macrod1,MACROD1
41942712,Suclg1,SUCLG1
41942713,Aspdh,ASPDH
41942714,Aldh3a1,ALDH3A1
41942715,Fam43b,FAM43B
41942716,Lypd6,LYPD6
41942717,Uxt,UXT
41942718,Hmgb2,HMGB2
41942719,Fkbp2,FKBP2
41942720,Adam9,ADAM9
41942721,Apip,APIP
41942722,Gjc2,GJC2
41942723,Pfkm,PFKM
41942724,Lingo1,LINGO1
41942725,Coasy,COASY
41942726,Rassf1,RASSF1
41942727,Pip5k1b,PIP5K1B
41942728,Ctrl,CTRL
41942729,Cavin2,CAVIN2
41942730,Ccdc47,CCDC47
41942731,Hars2,HARS2
41942732,Hars,HARS1
41942733,Eif4e3,EIF4E3
41942734,Leng1,LENG1
41942735,Utp3,UTP3
41942736,Slc49a4,SLC49A4
41942737,Etfdh,ETFDH
41942738,Acsl5,ACSL5
41942739,Arrdc3,ARRDC3
41942740,Tmod3,TMOD3
41942741,Tmod2,TMOD2
41942742,Serpinf1,SERPINF1
41942743,Eya2,EYA2
41942744,Cldn2,CLDN2
41942745,Cldn14,CLDN14
41942746,Sav1,SAV1
41942747,Gdap2,GDAP2
41942748,Dscc1,DSCC1
41942749,Mrpl40,MRPL40
41942750,Pqlc3,SLC66A3
41942751,Acot7,ACOT7
41942752,Styxl1,STYXL1
41942753,Spic,SPIC
41942754,Ppif,PPIF
41942755,Sc5d,SC5D
41942756,Ap1s3,AP1S3
41942757,Tmem237,TMEM237
41942758,Polr3gl,POLR3GL
41942759,Ildr1,ILDR1
41942760,Osbpl3,OSBPL3
41942761,Tgm2,TGM2
41942762,Vac14,VAC14
41942763,Ndufs6,NDUFS6
41942764,Manea,MANEA
41942765,Cdc42ep3,CDC42EP3
41942766,Abhd3,ABHD3
41942767,Ccdc85a,CCDC85A
41942768,Rrh,RRH
41942769,Hat1,HAT1
41942770,Gtf3c3,GTF3C3
41942771,Thap7,THAP7
41942772,Impact,IMPACT
41942773,Rbfox1,RBFOX1
41942774,Ttr,TTR
41942775,Saa2,SAA1
41942775,Saa2,SAA2
41942776,Saa1,SAA1
41942776,Saa1,SAA2
41942777,Saa3,SAA3P
41942778,Ric8a,RIC8A
41942779,Rps4x,RPS4X
41942779,Rps4x,RPS4Y1
41942780,Tmem18,TMEM18
41942781,Phyhipl,PHYHIPL
41942782,Tspan7,TSPAN7
41942783,Prkch,PRKCH
41942784,Foxf2,FOXF2
41942785,Vsnl1,VSNL1
41942786,Rfx1,RFX1
41942787,Rbx1,RBX1
41942788,Rce1,RCE1
41942789,Grin2d,GRIN2D
41942790,Mrpl48,MRPL48
41942791,Usp28,USP28
41942792,Gtf3c4,GTF3C4
41942793,Themis,THEMIS
41942794,Itfg2,ITFG2
41942795,Iah1,IAH1
41942796,Usp4,USP4
41942797,Pgm2l1,PGM2L1
41942798,Cul4b,CUL4B
41942799,Ssrp1,SSRP1
41942800,Nbn,NBN
41942801,Elapor1,ELAPOR1
41942802,Kctd15,KCTD15
41942803,Pawr,PAWR
41942804,Atl3,ATL3
41942805,Ccnd3,CCND3
41942806,Ccdc149,CCDC149
41942807,Map2,MAP2
41942808,Trappc6b,TRAPPC6B
41942809,Adprhl1,ADPRHL1
41942810,Pcyt2,PCYT2
41942811,Ctsz,CTSZ
41942812,Slc38a4,SLC38A4
41942813,Cited2,CITED2
41942814,Tspan5,TSPAN5
41942815,Dram1,DRAM1
41942816,Eef2kmt,EEF2KMT
41942816,Eef2kmt,FAM86B1
41942816,Eef2kmt,FAM86B2
41942817,Ccdc113,CCDC113
41942818,Nipa1,NIPA1
41942819,Eipr1,EIPR1
41942820,Cradd,CRADD
41942821,Nudt22,NUDT22
41942822,Dhrs3,DHRS3
41942823,Tlcd1,TLCD1
41942824,Acot8,ACOT8
41942825,Exosc9,EXOSC9
41942826,Gins1,GINS1
41942827,Mogat2,MOGAT2
41942828,Shld3,SHLD3
41942829,Trmt44,TRMT44
41942830,Miga1,MIGA1
41942831,Spdya,SPDYA
41942832,Dera,DERA
41942833,Hsd17b10,HSD17B10
41942834,Mnat1,MNAT1
41942835,Rad51c,RAD51C
41942836,Cyb561d2,CYB561D2
41942837,Paxip1,PAXIP1
41942838,Nln,NLN
41942839,Rras,RRAS
41942840,Acox1,ACOX1
41942841,Gpd1l,GPD1L
41942842,Arfip2,ARFIP2
41942843,Rtkn2,RTKN2
41942844,Txnl4a,TXNL4A
41942845,Atp5pb,ATP5PB
41942846,Glipr2,GLIPR2
41942847,Fbln5,FBLN5
41942848,Sumf2,SUMF2
41942849,Tmem144,TMEM144
41942850,Rwdd4a,RWDD4
41942851,Dennd6a,DENND6A
41942852,Tmbim1,TMBIM1
41942853,Pex10,PEX10
41942854,Galk1,GALK1
41942855,Borcs5,BORCS5
41942856,Stmn2,STMN2
41942857,Pop7,POP7
41942858,Cpt1b,CPT1B
41942859,Sdhaf3,SDHAF3
41942860,Lin7c,LIN7C
41942861,Ccl12,CCL2
41942862,Ccl2,CCL13
41942862,Ccl2,CCL2
41942863,Ehd3,EHD3
41942864,Rap2c,RAP2C
41942865,Dolpp1,DOLPP1
41942866,Pgm3,PGM3
41942867,Dck,DCK
41942868,Wdfy1,WDFY1
41942869,C1d,C1D
41942870,Sgca,SGCA
41942871,Pip5k1a,PIP5K1A
41942872,Naa60,NAA60
41942873,Mapk13,MAPK13
41942874,Cmtm7,CMTM7
41942875,Fmnl2,FMNL2
41942876,Slc25a18,SLC25A18
41942877,Inpp5f,INPP5F
41942878,Lrrcc1,LRRCC1
41942879,Snx33,SNX33
41942880,Snap29,SNAP29
41942881,Cep290,CEP290
41942882,Shroom4,SHROOM4
41942883,Tbc1d15,TBC1D15
41942884,Tmem161a,TMEM161A
41942885,Mybl1,MYBL1
41942886,Me3,ME3
41942887,Col6a4,COL6A4P1
41942887,Col6a4,COL6A4P2
41942888,Col6a6,COL6A6
41942889,Snapc5,SNAPC5
41942890,Myzap,GCOM1
41942890,Myzap,MYZAP
41942890,Myzap,POLR2M
41942891,Mospd2,MOSPD2
41942892,Tbl3,TBL3
41942893,Rbm41,RBM41
41942894,Xkrx,XKRX
41942895,Colec11,COLEC11
41942896,Cdc7,CDC7
41942897,Glmn,GLMN
41942898,Rundc3b,RUNDC3B
41942899,Dhrs13,DHRS13
41942900,Brox,BROX
41942901,Cadm4,CADM4
41942902,Galk2,GALK2
41942903,Tbc1d22a,TBC1D22A
41942904,Gpr137c,GPR137C
41942905,Mgat4e,MGAT4EP
41942906,Mgat4f,MGAT4FP
41942907,Ctdnep1,CTDNEP1
41942908,Phyhd1,PHYHD1
41942909,Yif1b,YIF1B
41942910,Cdadc1,CDADC1
41942911,Stx17,STX17
41942912,Nap1l4,NAP1L4
41942913,Cdca8,CDCA8
41942914,Creg2,CREG2
41942915,Cln3,CLN3
41942916,Mllt10,MLLT10
41942917,S1pr5,S1PR5
41942918,Mettl8,METTL8
41942919,Ube3a,UBE3A
41942920,Mybpc1,MYBPC1
41942921,Cab39l,CAB39L
41942922,AU018091,
41942923,Slc7a3,SLC7A3
41942924,Cbl,CBL
41942925,Glt8d1,GLT8D1
41942926,Gnal,GNAL
41942927,Spire2,SPIRE2
41942928,Ankrd9,ANKRD9
41942929,Dennd2d,DENND2D
41942930,Csad,CSAD
41942931,Mvk,MVK
41942932,Slc25a44,SLC25A44
41942933,Rnf24,RNF24
41942934,Ace2,ACE2
41942935,Slu7,SLU7
41942936,Stam2,STAM2
41942937,Gsto2,GSTO2
41942938,Tprkb,TPRKB
41942939,Plekha8,PLEKHA8
41942939,Plekha8,PLEKHA8P1
41942940,Mrps34,MRPS34
41942941,Pptc7,PPTC7
41942942,Pcid2,PCID2
41942943,Ttc1,TTC1
41942944,Snrpa1,SNRPA1
41942945,Ttc36,TTC36
41942946,Haao,HAAO
41942947,Slc5a11,SLC5A11
41942948,Atpsckmt,ATPSCKMT
41942949,Pgrmc1,PGRMC1
41942950,Ptp4a1,PTP4A1
41942951,Stip1,STIP1
41942952,Net1,NET1
41942953,Pygl,PYGL
41942954,1500009L16Rik,C12orf75
41942955,Cracd,CRACD
41942956,Tafa5,TAFA5
41942957,Gpr22,GPR22
41942958,Dynlt1a,DYNLT1
41942959,Dynlt1f,DYNLT1
41942960,Dynlt1b,DYNLT1
41942961,Dynlt1c,DYNLT1
41942962,Rarres1,RARRES1
41942963,Lxn,LXN
41942964,Adgrd1,ADGRD1
41942965,Pus1,PUS1
41942966,Hsdl1,HSDL1
41942967,Armc1,ARMC1
41942968,Renbp,RENBP
41942969,Erg,ERG
41942970,Ttc26,TTC26
41942971,Dhtkd1,DHTKD1
41942972,Ift80,IFT80
41942973,Stk35,STK35
41942974,Pih1d2,PIH1D2
41942975,Tfap2c,TFAP2C
41942976,Ado,ADO
41942977,Spice1,SPICE1
41942978,Ephx2,EPHX2
41942979,Dhcr24,DHCR24
41942980,Nsun4,NSUN4
41942981,Efemp2,EFEMP2
41942982,Ch25h,CH25H
41942983,Lhfp,LHFPL6
41942984,Cdk20,CDK20
41942985,Mtfr1,MTFR1
41942986,Commd3,COMMD3
41942987,Araf,ARAF
41942988,Mul1,MUL1
41942989,Pnpla6,PNPLA6
41942990,Gns,GNS
41942991,Edaradd,EDARADD
41942992,Prkar1a,PRKAR1A
41942993,Cdc40,CDC40
41942994,Kazald1,KAZALD1
41942995,Ghdc,GHDC
41942996,Hemk1,HEMK1
41942997,Slc12a9,SLC12A9
41942998,Rlf,RLF
41942999,Golga4,GOLGA4
41943000,Pnkd,PNKD
41943001,Acp6,ACP6
41943002,Ttc22,TTC22
41943003,Faf2,FAF2
41943004,Bcdin3d,BCDIN3D
41943005,Marveld1,MARVELD1
41943006,Srrm4,SRRM4
41943007,Cnnm2,CNNM2
41943008,Rcor3,RCOR3
41943009,Hrg,HRG
41943010,Map6,MAP6
41943011,Ceacam2,CEACAM1
41943011,Ceacam2,CEACAM5
41943011,Ceacam2,CEACAM6
41943011,Ceacam2,PSG1
41943011,Ceacam2,PSG3
41943011,Ceacam2,PSG4
41943011,Ceacam2,PSG6
41943011,Ceacam2,PSG7
41943011,Ceacam2,PSG8
41943011,Ceacam2,PSG9
41943012,Usp49,USP49
41943013,Marveld2,MARVELD2
41943014,Nuak2,NUAK2
41943015,Nisch,NISCH
41943016,Tm2d1,TM2D1
41943017,Rfxank,RFXANK
41943018,Ogn,OGN
41943019,Ecm2,ECM2
41943020,Tm4sf1,TM4SF1
41943021,Borcs8,BORCS8
41943022,Nr2c2ap,NR2C2AP
41943023,Cilp,CILP
41943024,Arhgef3,ARHGEF3
41943025,Marchf2,MARCHF2
41943026,Mier2,MIER2
41943027,Slc35b2,SLC35B2
41943028,Pmpcb,PMPCB
41943029,Slc50a1,SLC50A1
41943030,Rnf7,RNF7
41943031,Rnf7l,RNF7
41943032,Arfrp1,ARFRP1
41943033,Supt7l,SUPT7L
41943034,Chrac1,CHRAC1
41943035,Clk1,CLK1
41943036,Rfx2,RFX2
41943037,Phf2,PHF2
41943038,Gas1,GAS1
41943039,Fkbp6,FKBP6
41943040,Rev3l,REV3L
41943041,Snx13,SNX13
41943042,Apobec2,APOBEC2
41943043,Hsf4,HSF4
41943044,Upp1,UPP1
41943045,Tmem182,TMEM182
41943046,Smtnl1,SMTNL1
41943047,Cryz,CRYZ
41943048,Wars2,WARS2
41943049,Fitm1,FITM1
41943050,Rfc2,RFC2
41943051,Bmp6,BMP6
41943052,Ywhae,YWHAE
41943053,Pfdn1,PFDN1
41943054,Rbm8a2,RBM8A
41943055,Rbm8a,RBM8A
41943056,Agtr2,AGTR2
41943057,Ppm1k,PPM1K
41943058,Ndufaf1,NDUFAF1
41943059,Gpat2,GPAT2
41943060,Glb1l,GLB1L
41943061,Mrpl37,MRPL37
41943062,Prkra,PRKRA
41943063,Slc38a10,SLC38A10
41943064,Enpep,ENPEP
41943065,Serpine3,SERPINE3
41943066,Itga6,ITGA6
41943067,Ndufb11b,NDUFB11
41943068,Ndufb11,NDUFB11
41943069,Lrrc58,LRRC58
41943070,Meltf,MELTF
41943071,Cd248,CD248
41943072,Cd93,CD93
41943073,Pik3r4,PIK3R4
41943074,Bag1,BAG1
41943075,Mapk7,MAPK7
41943076,Asrgl1,ASRGL1
41943077,Cdc42ep2,CDC42EP2
41943078,Pex7,PEX7
41943079,Retsat,RETSAT
41943080,Reep6,REEP6
41943081,Eif4enif1,EIF4ENIF1
41943082,Arsa,ARSA
41943083,Pgap2,PGAP2
41943084,Pop5,POP5
41943085,Nenf,NENF
41943086,Polr1h,POLR1H
41943087,Dynll2,DYNLL2
41943088,Miga2,MIGA2
41943089,Astn1,ASTN1
41943090,Slc35g2,SLC35G2
41943091,Nmd3,NMD3
41943092,Ndufa5,NDUFA5
41943093,Gm6993,
41943094,Sptssa,SPTSSA
41943095,Tmem167,TMEM167A
41943096,Spcs2,SPCS2
41943097,Hdhd2,HDHD2
41943098,Bccip,BCCIP
41943099,Gstcd,GSTCD
41943100,Rpp30,RPP30
41943101,Gimap6,GIMAP6
41943102,Gimap7,GIMAP7
41943103,Ube2k,UBE2K
41943104,Hexdc,HEXD
41943105,Cog8,COG8
41943106,Gnb1l,GNB1L
41943107,Tmem86a,TMEM86A
41943108,Cdh6,CDH6
41943109,Kcnmb1,KCNMB1
41943110,Kcnmb2,KCNMB2
41943111,Sorbs3,SORBS3
41943112,Plcxd3,PLCXD3
41943113,Tcp11l1,TCP11L1
41943114,Acp1,ACP1
41943115,Erlin1,ERLIN1
41943116,Nectin3,NECTIN3
41943117,Ccdc24,CCDC24
41943118,Ttc14,TTC14
41943119,Ercc5,ERCC5
41943120,Hibch,HIBCH
41943121,Ppp1r13l,PPP1R13L
41943122,Elp3,ELP3
41943123,Accs,ACCS
41943124,Srpx,SRPX
41943125,Naa20,NAA20
41943126,Mtmr1,MTMR1
41943127,Tmem183a,TMEM183A
41943127,Tmem183a,TMEM183BP
41943128,Rufy3,RUFY3
41943129,Eif4e2,EIF4E2
41943130,Smpdl3a,SMPDL3A
41943131,Sh2d5,SH2D5
41943132,Vps33b,VPS33B
41943133,Parl,PARL
41943134,Mfge8,MFGE8
41943135,Trim2,TRIM2
41943136,Nalcn,NALCN
41943137,Pik3c3,PIK3C3
41943138,Fam8a1,FAM8A1
41943139,Tor1aip1,TOR1AIP1
41943140,Tor1aip2,TOR1AIP2
41943141,Abcb8,ABCB8
41943142,Glb1,GLB1
41943143,Plbd1,PLBD1
41943144,Ecscr,ECSCR
41943145,Slk,SLK
41943146,Zbtb21,ZBTB21
41943147,Stk16,STK16
41943148,Pcyt1a,PCYT1A
41943149,Fam50a,FAM50A
41943150,Fam50b,FAM50B
41943151,Prrg4,PRRG4
41943152,Dctd,DCTD
41943153,Higd2a,HIGD2A
41943153,Higd2a,HIGD2B
41943154,Nfyb,NFYB
41943155,Syt13,SYT13
41943156,Golga7b,GOLGA7B
41943157,H1f2,H1-2
41943158,H1f6,H1-6
41943159,Cpt1c,CPT1C
41943160,Cpt1a,CPT1A
41943161,Wdr38,WDR38
41943162,Triap1,TRIAP1
41943163,Cyb5d1,CYB5D1
41943164,Mal,MAL
41943165,Zbtb8os,ZBTB8OS
41943166,Npepl1,NPEPL1
41943167,Dapp1,DAPP1
41943168,Srd5a2,SRD5A2
41943169,Osr2,OSR2
41943170,Mrpl12,MRPL12
41943171,Praf2,PRAF2
41943172,Mppe1,MPPE1
41943173,Hcfc2,HCFC2
41943174,Slc44a1,SLC44A1
41943175,Slc44a3,SLC44A3
41943176,Yod1,YOD1
41943177,Adtrp,ADTRP
41943178,Dusp11,DUSP11
41943179,Zfp367,ZNF367
41943180,Pecr,PECR
41943181,B4galt1,B4GALT1
41943182,Cldn19,CLDN19
41943183,Rfesd,RFESD
41943184,Dusp22,DUSP22
41943185,Car8,CA8
41943186,Coq10b,COQ10B
41943187,Arl4c,ARL4C
41943188,Exosc2,EXOSC2
41943189,Asb5,ASB5
41943190,Znhit1,ZNHIT1
41943191,Ndufs3,NDUFS3
41943192,Grap2,GRAP2
41943193,Dhrs7b,DHRS7B
41943194,Mrps18b,MRPS18B
41943195,Ube2g2,UBE2G2
41943196,Cdca7,CDCA7
41943197,Hmgb3,HMGB3
41943198,Slc24a4,SLC24A4
41943199,Capsl,CAPSL
41943200,Babam2,BABAM2
41943201,Arhgap1,ARHGAP1
41943202,Dctn4,DCTN4
41943203,Esd,ESD
41943204,Snx30,SNX30
41943205,Psmb4,PSMB4
41943206,Adss,ADSS2
41943207,Ssbp1,SSBP1
41943208,Nsmaf,NSMAF
41943209,Bdh2,BDH2
41943210,Efcab11,EFCAB11
41943211,Spata6,SPATA6
41943212,Rgs16,RGS16
41943213,Nfu1,NFU1
41943214,Stoml3,STOML3
41943215,Tmem11,TMEM11
41943216,Timm10b,TIMM10B
41943217,Ppa1,PPA1
41943218,Poli,POLI
41943219,Hddc3,HDDC3
41943220,Stk11,STK11
41943221,Rasl11a,RASL11A
41943222,Nudt18,NUDT18
41943223,Cbx7,CBX7
41943224,Csmd1,CSMD1
41943225,Ppp3ca,PPP3CA
41943226,Dph1,DPH1
41943227,Zbtb8b,ZBTB8B
41943228,Myl10,MYL10
41943229,Itprip,ITPRIP
41943230,Cnep1r1,CNEP1R1
41943231,Tmed9,TMED9
41943232,4933405O20Rik,
41943233,Idh3g,IDH3G
41943234,Sqor,SQOR
41943235,Sar1a,SAR1A
41943236,Med4,MED4
41943237,Ppp2ca,PPP2CA
41943238,Lin37,LIN37
41943239,Mmp23,MMP23B
41943240,Schip1,SCHIP1
41943241,Iqschfp,IQCJ-SCHIP1
41943242,Nubp1,NUBP1
41943243,Mrps25,MRPS25
41943244,Cox16,COX16
41943245,Morn4,MORN4
41943246,Acer1,ACER1
41943247,Camk4,CAMK4
41943248,Alkbh7,ALKBH7
41943249,Gtdc1,GTDC1
41943250,Ascc1,ASCC1
41943251,Jmjd7,JMJD7
41943252,Dnaaf10,DNAAF10
41943253,Cdk10,CDK10
41943254,Psmd4,PSMD4
41943255,Kcng4,KCNG4
41943256,Map3k10,MAP3K10
41943257,Vmn2r38,
41943258,Vmn2r44,
41943259,Vmn2r39,
41943260,Vmn2r48,
41943261,Vmn2r52,
41943262,Vmn2r50,
41943263,Vmn2r33,
41943264,Vmn2r49,
41943265,Vmn2r35,
41943266,Vmn2r28,
41943267,Vmn2r18,
41943268,Vmn2r43,
41943269,Vmn2r29,
41943270,Vmn2r34,
41943271,Vmn2r30,
41943272,Vmn2r51,
41943273,Vmn2r32,
41943274,Vmn2r36,
41943275,Vmn2r37,
41943276,Vmn2r45,
41943277,Vmn2r42,
41943278,Vmn2r31,
41943279,Vmn2r40,
41943280,Vmn2r41,
41943281,Vmn2r47,
41943282,Washc1,WASH2P
41943282,Washc1,WASH3P
41943282,Washc1,WASH4P
41943282,Washc1,WASH6P
41943282,Washc1,WASHC1
41943283,Foxf1,FOXF1
41943284,Gins2,GINS2
41943285,Vmn2r19,
41943286,Tango6,TANGO6
41943287,Cep126,CEP126
41943288,Uaca,UACA
41943289,Zwilch,ZWILCH
41943290,Zfp946,
41943291,Zfp985,ZNF616
41943292,Hcn4,HCN4
41943293,Fermt2,FERMT2
41943294,Pyroxd2,PYROXD2
41943295,Lrrc30,LRRC30
41943296,Vps25,VPS25
41943297,Slc22a7,SLC22A7
41943298,Ncapd2,NCAPD2
41943299,Vcl,VCL
41943300,Spam1,SPAM1
41943301,Hyal5,SPAM1
41943302,Fdps,FDPS
41943303,Lrrtm1,LRRTM1
41943304,Abca2,ABCA2
41943305,Abcb7,ABCB7
41943306,Abcc12,ABCC12
41943307,Abcd1,ABCD1
41943308,Abcd3,ABCD3
41943309,Abca4,ABCA4
41943310,Abcf1,ABCF1
41943311,Abcg4,ABCG4
41943312,Abca8b,ABCA8
41943313,Abca6,ABCA6
41943314,Abca8a,ABCA8
41943315,Abca5,ABCA5
41943316,Abca9,ABCA9
41943317,H1f1,H1-1
41943318,Nsmce4a,NSMCE4A
41943319,Eid3,EID3
41943320,Pin4,PIN4
41943321,Polr2j,POLR2J
41943321,Polr2j,POLR2J2
41943321,Polr2j,POLR2J3
41943322,Mrpl27,MRPL27
41943323,Ints11,INTS11
41943324,Prep,PREP
41943325,Atp5o,ATP5PO
41943326,Cetn3,CETN3
41943327,Cox7a2,COX7A2
41943327,Cox7a2,COX7A2P2
41943328,Pacsin1,PACSIN1
41943329,Phactr3,PHACTR3
41943330,Pcbp3,PCBP3
41943331,Prdx5,PRDX5
41943332,Lrit2,LRIT2
41943333,Rnft2,RNFT2
41943334,Rpp14,RPP14
41943335,Actl6b,ACTL6B
41943336,Tatdn3,TATDN3
41943337,Usp48,USP48
41943338,Mrpl41,MRPL41
41943339,Rmnd1,RMND1
41943340,Vkorc1l1,VKORC1L1
41943341,Bach1,BACH1
41943342,Cyb5r4,CYB5R4
41943343,Sptlc2,SPTLC2
41943344,Lims1,LIMS1
41943345,Mgat3,MGAT3
41943346,Nip7,NIP7
41943347,Zap70,ZAP70
41943348,Itih3,ITIH3
41943349,Cnn3,CNN3
41943350,Fbxo3,FBXO3
41943351,Ndufs2,NDUFS2
41943352,Galnt7,GALNT7
41943353,Edc3,EDC3
41943354,Fbxw2,FBXW2
41943355,Spata18,SPATA18
41943356,Ankrd45,ANKRD45
41943357,Gng8,GNG8
41943358,Mlx,MLX
41943359,Camk2n2,CAMK2N2
41943360,Nle1,NLE1
41943361,Alg3,ALG3
41943362,Asb6,ASB6
41943363,Fign,FIGN
41943364,Tubgcp5,TUBGCP5
41943365,Lamtor3,LAMTOR3
41943366,Calcoco2,CALCOCO2
41943367,Grap,GRAP
41943367,Grap,GRAPL
41943368,Crot,CROT
41943369,Ctns,CTNS
41943370,Frmd6,FRMD6
41943371,B3galnt2,B3GALNT2
41943372,Cybrd1,CYBRD1
41943373,Mcee,MCEE
41943374,Trim44,TRIM44
41943375,Septin3,SEPTIN3
41943376,Ndufa2,NDUFA2
41943377,Lypd6b,LYPD6B
41943378,Fabp9,FABP9
41943379,Tmx3,TMX3
41943380,Srrm2,SRRM2
41943381,Tex261,TEX261
41943382,Endog,ENDOG
41943383,Tvp23b,TVP23B
41943383,Tvp23b,TVP23C
41943383,Tvp23b,TVP23C-CDRT4
41943384,Itgbl1,ITGBL1
41943385,Spr,SPR
41943386,Gpx7,GPX7
41943387,Rpap2,RPAP2
41943388,Gdap1,GDAP1
41943389,Atg4a-ps,ATG4A
41943390,Atg4a,ATG4A
41943391,Ern1,ERN1
41943392,Ndufs5,NDUFS5
41943393,Tdg,TDG
41943394,Ubald1,UBALD1
41943395,Fahd1,FAHD1
41943396,Styx,STYX
41943397,Styx-ps,STYX
41943398,Gnpnat1,GNPNAT1
41943399,Tsen54,TSEN54
41943400,Spc24,SPC24
41943401,Tmbim7,TMBIM7P
41943402,Hras,HRAS
41943403,B9d1,B9D1
41943404,Bcap29,BCAP29
41943405,Ing4,ING4
41943406,Gmpr,GMPR
41943407,Nudcd1,NUDCD1
41943408,Fpgt,FPGT
41943409,Vbp1,VBP1
41943410,St7,ST7
41943411,Gdi1,GDI1
41943412,Casp7,CASP7
41943413,Slc38a6,SLC38A6
41943414,Katna1,KATNA1
41943415,Phkg1,PHKG1
41943416,Ctdsp1,CTDSP1
41943417,Tmem41a,TMEM41A
41943418,Ngly1,NGLY1
41943419,Acot11,ACOT11
41943420,Banp,BANP
41943421,Trmu,TRMU
41943422,Syngr3,SYNGR3
41943423,Uqcrb,UQCRB
41943424,Rps27,RPS27
41943425,Rps27rt,RPS27
41943426,Tada2b,TADA2B
41943427,Lims2,LIMS2
41943428,Nit2,NIT2
41943429,Ppil6,PPIL6
41943430,Tbc1d17,TBC1D17
41943431,Pgpep1,PGPEP1
41943432,Derl2,DERL2
41943433,Tmem127,TMEM127
41943434,Noc4l,NOC4L
41943435,Raver1,RAVER1
41943436,Kif15,KIF15
41943437,Pex16,PEX16
41943438,Fam110b,FAM110B
41943439,Dusp12,DUSP12
41943440,Isca1,ISCA1
41943441,AK157302,ISCA1
41943442,C1qtnf5,C1QTNF5
41943443,Sfxn5,SFXN5
41943444,Fam131c,FAM131C
41943445,Tmeff1,MSANTD3-TMEFF1
41943445,Tmeff1,TMEFF1
41943446,Chac2,CHAC2
41943447,Wdr41,WDR41
41943448,Gigyf2,GIGYF2
41943449,Tut1,TUT1
41943450,Eml2,EML2
41943451,Ildr2,ILDR2
41943452,Vps11,VPS11
41943453,Setd4,SETD4
41943454,Trmt2b,TRMT2B
41943455,Arid4a,ARID4A
41943456,Pygo2,PYGO2
41943457,Por,POR
41943458,Bloc1s2,BLOC1S2
41943459,Spcs1,SPCS1
41943460,Recql,RECQL
41943461,Vti1a,VTI1A
41943462,Wfs1,WFS1
41943463,Iqgap1,IQGAP1
41943464,Obsl1,OBSL1
41943465,Dhx8,DHX8
41943466,Cast,CAST
41943467,Kbtbd12,KBTBD12
41943468,Sla,SLA
41943469,Mpi,MPI
41943470,Bloc1s3,BLOC1S3
41943471,E4f1,E4F1
41943472,Acbd7,ACBD7
41943473,Miox,MIOX
41943474,Comt,COMT
41943475,Psma3,PSMA3
41943476,Rsad2,RSAD2
41943477,B3gntl1,B3GNTL1
41943478,Smg5,SMG5
41943479,Dgat2,DGAT2
41943480,Snx6,SNX6
41943481,Esco2,ESCO2
41943482,Bhlhe23,BHLHE23
41943483,Gsg1l,GSG1L
41943484,Vgll2,VGLL2
41943485,Idi2,IDI2
41943486,Idi1,IDI1
41943487,Gm9745,IDI2
41943488,Idi1-ps1,IDI1
41943489,Herpud1,HERPUD1
41943490,Brms1l,BRMS1L
41943491,Nudt17,NUDT17
41943492,Bag5,BAG5
41943493,Mrpl44,MRPL44
41943494,Ubtd1,UBTD1
41943495,Slc25a29,SLC25A29
41943496,Nabp1,NABP1
41943497,Dcbld1,DCBLD1
41943498,Cep19,CEP19
41943499,Sec62,SEC62
41943500,Mapre3,MAPRE3
41943501,Tfap2d,TFAP2D
41943502,Ppil1,PPIL1
41943503,Nubp2,NUBP2
41943504,Slco2b1,SLCO2B1
41943505,Ube2v1,PEDS1-UBE2V1
41943505,Ube2v1,UBE2V1
41943506,Car14,CA14
41943507,Uqcrh,UQCRH
41943507,Uqcrh,UQCRHL
41943508,Gatd1,GATD1
41943509,Ncoa3,NCOA3
41943510,Rab11fip1,RAB11FIP1
41943511,Bscl2,BSCL2
41943512,Hps1,HPS1
41943513,Katnal2,KATNAL2
41943514,Id4,ID4
41943515,Pdik1l,PDIK1L
41943516,Itgb1bp1,ITGB1BP1
41943517,Sox14,SOX14
41943518,Ppp1r7,PPP1R7
41943519,Ro60,RO60
41943520,Xkr7,XKR7
41943521,Camk2a,CAMK2A
41943522,Pm20d1,PM20D1
41943523,Grpel1,GRPEL1
41943524,Myef2,MYEF2
41943525,Myef2l,MYEF2
41943526,Rsph9,RSPH9
41943527,Trmt6,TRMT6
41943528,Slc22a18,SLC22A18
41943529,Arfgap2,ARFGAP2
41943530,Poglut1,POGLUT1
41943531,Mmd,MMD
41943532,Abhd13,ABHD13
41943533,Eefsec,EEFSEC
41943534,Fbxl8,FBXL8
41943535,Rhot2,RHOT2
41943536,Thnsl2,THNSL2
41943537,Bpnt2,BPNT2
41943538,Gtf2h4,GTF2H4
41943539,Casz1,CASZ1
41943540,Pex14,PEX14
41943541,Gpr158,GPR158
41943542,Ccdc85b,CCDC85B
41943543,Dock4,DOCK4
41943544,Ccdc28b,CCDC28B
41943545,As3mt,AS3MT
41943546,Nefl,NEFL
41943547,Slc35b3,SLC35B3
